SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
2013-0206,Toolik Main,28-Jun-2013,16,0.78,0.86,0.15,0.199,.,0.079,4.050,.,.,.,0.065,.,.,34.7,2.48,245.84,20.47,.,.,.,.,.,.,.,.,.,.,
2013-0207,Toolik Main,28-Jun-2013,19,0.70,0.77,0.13,0.354,.,0.074,4.009,.,.,.,0.054,.,.,32.8,2.34,249.82,20.80,.,.,.,.,.,.,.,.,.,.,
2013-0201.1,Toolik Main - Dup,28-Jun-2013,1,1.62,1.73,0.21,0.196,.,0.111,1.329,.,.,.,0.090,.,.,46.2,3.29,324.45,27.01,.,.,.,.,.,.,.,.,.,.,
2013-2074,I1,02-Jul-2013,1,2.04,2.32,0.54,0.072,.,0.022,0.299,.,.,.,0.083,.,.,71.4,5.10,562.77,46.86,.,274,0.247,.,.,.,.,.,.,.,
2013-2075,I1,02-Jul-2013,4,3.52,3.86,0.65,0.074,.,0.064,0.117,.,.,.,0.058,.,.,79.6,5.68,626.47,52.16,.,298,0.246,.,.,.,.,.,.,.,
2013-2076,I1,02-Jul-2013,9,1.47,1.80,0.62,0.449,.,0.067,0.544,.,.,.,0.094,.,.,62.1,4.43,494.83,41.20,.,.,.,.,.,.,.,.,.,.,
2013-2077,I2,02-Jul-2013,1,2.97,3.32,0.66,0.084,.,0.065,0.628,.,.,.,0.145,.,.,83.9,5.99,625.88,52.11,.,207,0.195,.,.,.,.,.,.,.,
2013-2078,I2,02-Jul-2013,4,2.79,3.16,0.71,0.061,.,0.074,0.897,.,.,.,0.132,.,.,75.8,5.41,588.89,49.03,.,219,0.194,.,.,.,.,.,.,.,
2013-2079,I2,02-Jul-2013,14,0.39,0.50,0.21,0.384,.,0.073,1.773,.,.,.,0.120,.,.,54.5,3.89,596.30,49.65,.,.,.,.,.,.,.,.,.,.,
2013-2080,I3,02-Jul-2013,1,1.09,1.36,0.51,0.094,.,0.074,0.291,.,.,.,0.087,.,.,78.8,5.62,556.69,46.35,.,199,0.182,.,.,.,.,.,.,.,
2013-2081,I3,02-Jul-2013,3,2.89,3.58,1.32,0.072,.,0.070,0.049,.,.,.,0.097,.,.,93.5,6.68,813.14,67.70,.,216,0.163,.,.,.,.,.,.,.,
2013-2082,I4,02-Jul-2013,1,1.71,2.08,0.71,0.047,.,0.097,0.011,.,.,.,0.130,.,.,93.8,6.70,761.28,63.38,.,170,0.141,.,.,.,.,.,.,.,
2013-2083,I4,02-Jul-2013,4,1.21,1.66,0.86,0.108,.,0.081,0.010,.,.,.,0.210,.,.,104.0,7.42,973.35,81.04,.,210,0.133,.,.,.,.,.,.,.,
2013-2084,I4,02-Jul-2013,6,0.65,0.95,0.57,0.488,.,0.079,0.189,.,.,.,0.142,.,.,105.0,7.50,946.98,78.84,.,.,.,.,.,.,.,.,.,.,
2013-2085,I5,02-Jul-2013,1,2.57,2.90,0.64,0.207,.,0.091,0.078,.,.,.,0.097,.,.,87.4,6.24,730.50,60.82,.,210,0.161,.,.,.,.,.,.,.,
2013-2086,I5,02-Jul-2013,4,2.21,2.60,0.75,0.114,.,0.080,0.014,.,.,.,0.106,.,.,81.3,5.80,709.04,59.03,.,238,0.168,.,.,.,.,.,.,.,
2013-2087,I5,02-Jul-2013,8,0.64,0.84,0.40,0.328,.,0.069,0.851,.,.,.,0.100,.,.,74.3,5.30,609.23,50.72,.,.,.,.,.,.,.,.,.,.,
2013-2088,I6 Headwaters Lake,02-Jul-2013,1,1.55,1.75,0.39,0.192,.,0.080,0.025,.,.,.,0.081,.,.,62.2,4.44,478.64,39.85,.,861,0.824,.,.,.,.,.,.,.,
2013-2089,I6 Headwaters Lake,02-Jul-2013,3,4.02,4.58,1.07,0.119,.,0.082,0.055,.,.,.,0.083,.,.,81.1,5.79,636.81,53.02,.,955,0.864,.,.,.,.,.,.,.,
2013-2090,I6 Headwaters Lake,02-Jul-2013,6,4.94,5.60,1.26,2.488,.,0.079,1.526,.,.,.,0.108,.,.,94.0,6.71,713.70,59.42,.,.,.,.,.,.,.,.,.,.,
2013-2100,I Swamp,03-Jul-2013,1,0.82,0.94,0.22,0.141,.,0.079,0.152,.,.,.,0.067,.,.,37.4,2.67,286.98,23.89,.,444,0.374,.,.,.,.,.,.,.,
2013-2101,I Swamp,03-Jul-2013,3,0.84,1.01,0.33,0.167,.,0.086,0.249,.,.,.,0.085,.,.,37.1,2.65,283.04,23.57,.,439,0.367,.,.,.,.,.,.,.,
2013-2091,I6,03-Jul-2013,1,2.14,2.42,0.54,0.065,.,0.076,0.125,.,.,.,0.098,.,.,82.5,5.89,637.99,53.12,.,328,0.277,.,.,.,.,.,.,.,
2013-2092,I6,03-Jul-2013,4,1.51,1.71,0.38,0.108,.,0.079,0.413,.,.,.,0.107,.,.,84.5,6.03,633.81,52.77,.,377,0.283,.,.,.,.,.,.,.,
2013-2093,I6,03-Jul-2013,12,0.31,0.42,0.22,0.764,.,0.076,1.517,.,.,.,0.107,.,.,63.5,4.53,560.52,46.67,.,.,.,.,.,.,.,.,.,.,
2013-2094,I7,03-Jul-2013,1,2.26,2.48,0.42,0.132,.,0.080,0.121,.,.,.,0.112,.,.,62.8,4.48,474.71,39.52,.,323,0.286,.,.,.,.,.,.,.,
2013-2095,I7,03-Jul-2013,4,1.25,1.29,0.08,0.303,.,0.069,0.329,.,.,.,0.115,.,.,65.3,4.66,471.16,39.23,.,381,0.279,.,.,.,.,.,.,.,
2013-2096,I7,03-Jul-2013,10,0.57,0.75,0.35,0.634,.,0.098,1.279,.,.,.,0.110,.,.,60.8,4.34,492.82,41.03,.,.,.,.,.,.,.,.,.,.,
2013-2097,I8,03-Jul-2013,1,2.15,2.20,0.10,0.135,.,0.082,0.058,.,.,.,0.100,.,.,70.1,5.00,556.10,46.30,.,619,0.596,.,.,.,.,.,.,.,
2013-2098,I8,03-Jul-2013,3,1.96,2.22,0.49,0.330,.,0.090,0.631,.,.,.,0.102,.,.,86.5,6.18,808.97,67.35,.,585,0.538,.,.,.,.,.,.,.,
2013-2099,I8,03-Jul-2013,7,0.38,0.56,0.35,1.089,.,0.076,1.420,.,.,.,0.159,.,.,56.2,4.01,433.39,36.08,.,.,.,.,.,.,.,.,.,.,
2013-0242,Toolik Main,05-Jul-2013,0,2.32,2.36,0.07,0.195,.,0.000,0.595,.,.,.,0.095,.,.,55.3,3.95,369.06,30.73,.,699,0.652,.,.,.,.,.,.,.,
2013-0243,Toolik Main,05-Jul-2013,1,2.01,2.14,0.24,0.326,.,0.042,0.596,.,.,.,0.094,.,.,61.0,4.35,406.31,33.83,.,705,0.653,.,.,.,.,.,.,.,
2013-0244,Toolik Main,05-Jul-2013,3,1.91,2.06,0.29,0.115,.,0.036,1.062,.,.,.,0.081,.,.,60.2,4.30,389.05,32.39,.,717,0.658,.,.,.,.,.,.,.,
2013-0245,Toolik Main,05-Jul-2013,5,0.78,0.86,0.14,0.109,.,0.045,1.313,.,.,.,0.083,.,.,57.3,4.09,375.66,31.28,.,735,0.658,.,.,.,.,.,.,.,
2013-0246,Toolik Main,05-Jul-2013,8,0.59,0.68,0.18,0.138,.,0.051,1.884,.,.,.,0.075,.,.,41.6,2.97,296.46,24.68,.,763,0.664,.,.,.,.,.,.,.,
2013-0247,Toolik Main,05-Jul-2013,12,0.36,0.43,0.12,0.215,.,0.040,2.235,.,.,.,0.087,.,.,42.7,3.05,306.31,25.50,.,816,0.685,.,.,.,.,.,.,.,
2013-0248,Toolik Main,05-Jul-2013,16,0.40,0.51,0.20,0.241,.,0.059,2.286,.,.,.,0.081,.,.,39.8,2.84,296.95,24.72,.,.,.,.,.,.,.,.,.,.,
2013-0249,Toolik Main,05-Jul-2013,20,0.36,0.47,0.19,0.337,.,0.051,2.598,.,.,.,0.073,.,.,36.3,2.59,260.72,21.71,.,.,.,.,.,.,.,.,.,.,
2013-2058,Dimple Lake,09-Jul-2013,1,1.33,1.54,0.39,0.202,.,0.036,0.008,.,.,.,0.175,.,.,143.6,10.25,681.54,56.74,.,.,.,.,.,.,.,.,.,.,
2013-2059,Dimple Lake,09-Jul-2013,4,1.06,1.63,1.09,0.378,.,0.138,0.966,.,.,.,0.300,.,.,223.4,15.95,866.51,72.14,.,.,.,.,.,.,.,.,.,.,
2013-2062,Horn Lake,09-Jul-2013,1,3.56,3.90,0.65,0.140,.,0.059,0.175,.,.,.,0.220,.,.,177.5,12.67,959.61,79.90,.,.,.,.,.,.,.,.,.,.,
2013-2063,Horn Lake,09-Jul-2013,5,0.99,2.08,2.07,107.367,.,6.901,0.304,.,.,.,8.610,.,.,229.4,16.37,1170.97,97.49,.,.,.,.,.,.,.,.,.,.,
2013-2064,Perched Lake,09-Jul-2013,1,1.03,1.17,0.28,0.084,.,0.033,0.091,.,.,.,0.034,.,.,119.8,8.56,494.99,41.21,.,.,.,.,.,.,.,.,.,.,
2013-2065,Perched Lake,09-Jul-2013,8,3.10,3.48,0.72,0.150,.,0.038,0.075,.,.,.,0.114,.,.,177.5,12.67,603.54,50.25,.,.,.,.,.,.,.,.,.,.,
2013-2060,Shasta Lake,09-Jul-2013,1,1.25,1.49,0.45,0.081,.,0.024,0.341,.,.,.,0.145,.,.,194.0,13.85,1036.13,86.27,.,.,.,.,.,.,.,.,.,.,
2013-2061,Shasta Lake,09-Jul-2013,8,0.32,0.61,0.55,54.399,.,4.000,0.176,.,.,.,4.377,.,.,325.1,23.21,1140.65,94.97,.,.,.,.,.,.,.,.,.,.,
2013-0272,E5,10-Jul-2013,0,3.30,4.23,1.77,0.058,.,0.025,0.043,.,.,.,0.121,0.360,11.15,109.3,7.80,938.66,78.15,.,115,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0273,E5,10-Jul-2013,1,3.51,4.43,1.76,0.078,.,0.080,0.027,.,.,.,0.128,0.364,11.27,104.5,7.46,891.67,74.24,.,114,0.091,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0274,E5,10-Jul-2013,3,3.98,4.48,0.95,0.066,.,0.024,0.027,.,.,.,0.146,0.374,11.59,105.2,7.51,893.90,74.43,.,113,0.088,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0275,E5,10-Jul-2013,5,4.26,4.73,0.90,0.167,.,0.039,0.026,.,.,.,0.152,0.301,9.33,106.8,7.62,813.79,67.75,.,260,0.098,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0276,E5,10-Jul-2013,8,2.44,2.79,0.68,0.134,.,0.037,0.024,.,.,.,0.163,0.382,11.83,100.9,7.20,831.44,69.22,.,348,0.102,.,.,.,.,.,.,.,
2013-0277,E5,10-Jul-2013,10,2.56,3.00,0.83,0.100,.,0.056,0.042,.,.,.,0.177,0.336,10.41,91.4,6.52,800.90,66.68,.,355,0.097,.,.,.,.,.,.,.,
2013-0278,E6,10-Jul-2013,0,1.74,2.14,0.76,0.148,.,0.013,0.030,.,.,.,0.134,0.324,10.02,118.3,8.45,895.69,74.57,.,139,0.101,.,.,.,.,.,.,.,
2013-0279,E6,10-Jul-2013,1,1.00,1.22,0.43,0.066,.,0.016,0.052,.,.,.,0.130,0.354,10.95,105.0,7.49,827.07,68.86,.,143,0.102,.,.,.,.,.,.,.,
2013-0280,E6,10-Jul-2013,2,1.07,1.34,0.52,0.074,.,0.016,0.034,.,.,.,0.139,0.272,8.41,117.2,8.37,900.25,74.95,.,146,0.102,.,.,.,.,.,.,.,
2013-0289,Toolik Main,12-Jul-2013,0,1.60,1.73,0.25,0.156,.,0.019,0.034,.,.,.,0.069,.,.,50.1,3.57,363.57,30.27,.,690,0.658,.,.,.,.,.,.,.,
2013-0290,Toolik Main,12-Jul-2013,1,1.49,1.49,0.00,0.178,.,0.020,0.061,.,.,.,0.041,.,.,53.0,3.78,374.44,31.17,.,693,0.659,.,.,.,.,.,.,.,
2013-0291,Toolik Main,12-Jul-2013,3,2.42,2.46,0.00,0.090,.,0.025,0.011,.,.,.,0.067,.,.,58.3,4.17,397.81,33.12,.,697,0.660,.,.,.,.,.,.,.,
2013-0292,Toolik Main,12-Jul-2013,5,1.70,1.81,0.19,0.084,.,0.021,0.014,.,.,.,0.095,.,.,55.4,3.95,379.32,31.58,.,714,0.662,.,.,.,.,.,.,.,
2013-0293,Toolik Main,12-Jul-2013,8,1.39,1.56,0.32,0.111,.,0.022,1.098,.,.,.,0.075,.,.,45.5,3.25,295.20,24.58,.,782,0.668,.,.,.,.,.,.,.,
2013-0294,Toolik Main,12-Jul-2013,12,0.22,0.32,0.19,0.548,.,0.020,2.135,.,.,.,0.075,.,.,39.0,2.79,247.88,20.64,.,840,0.692,.,.,.,.,.,.,.,
2013-0295,Toolik Main,12-Jul-2013,16,0.29,0.39,0.19,0.444,.,0.019,2.167,.,.,.,0.058,.,.,33.2,2.37,232.69,19.37,.,.,.,.,.,.,.,.,.,.,
2013-0296,Toolik Main,12-Jul-2013,20,0.41,0.52,0.20,0.540,.,0.020,2.208,.,.,.,0.087,.,.,36.2,2.59,261.90,21.81,.,.,.,.,.,.,.,.,.,.,
2013-0290.1,Toolik Main - Dup,12-Jul-2013,1,1.34,1.49,0.28,0.185,.,0.020,0.005,.,.,.,0.079,.,.,50.8,3.63,366.00,30.47,.,.,.,.,.,.,.,.,.,.,
2013-2102,I1,15-Jul-2013,1,0.50,0.87,0.18,0.170,.,0.027,0.136,.,.,.,0.079,.,.,55.2,3.94,411.64,34.27,.,276,0.243,.,.,.,.,.,.,.,
2013-2103,I1,15-Jul-2013,5,1.18,1.70,0.38,0.126,.,0.021,0.019,.,.,.,0.078,.,.,60.8,4.34,457.76,38.11,.,343,0.236,.,.,.,.,.,.,.,
2013-2104,I1,15-Jul-2013,9,0.24,2.94,0.23,0.284,.,0.037,0.111,.,.,.,0.108,.,.,85.5,6.10,636.34,52.98,.,.,.,.,.,.,.,.,.,.,
2013-2105,I2,15-Jul-2013,1,0.42,0.97,0.16,0.112,.,0.030,0.161,.,.,.,0.112,.,.,47.9,3.42,375.45,31.26,.,229,0.194,.,.,.,.,.,.,.,
2013-2106,I2,15-Jul-2013,4,1.34,1.38,0.69,0.435,.,0.038,0.173,.,.,.,0.102,.,.,49.0,3.50,365.59,30.44,.,294,0.190,.,.,.,.,.,.,.,
2013-2107,I2,15-Jul-2013,14,0.36,2.40,1.03,0.728,.,0.044,1.932,.,.,.,0.138,.,.,51.1,3.65,400.68,33.36,.,.,.,.,.,.,.,.,.,.,
2013-2108,I3,15-Jul-2013,1,0.84,0.95,0.22,0.108,.,0.025,0.032,.,.,.,0.107,.,.,66.7,4.76,531.63,44.26,.,243,0.203,.,.,.,.,.,.,.,
2013-2109,I3,15-Jul-2013,3,1.39,1.78,0.76,0.211,.,0.033,0.009,.,.,.,0.134,.,.,71.0,5.07,612.92,51.03,.,259,0.194,.,.,.,.,.,.,.,
2013-2110,I4,15-Jul-2013,1,1.07,1.17,0.20,0.165,.,0.027,0.043,.,.,.,0.102,.,.,71.3,5.09,517.50,43.09,.,184,0.153,.,.,.,.,.,.,.,
2013-2111,I4,15-Jul-2013,4,1.33,1.69,0.68,0.111,.,0.031,0.053,.,.,.,0.113,.,.,62.4,4.46,511.14,42.56,.,315,0.142,.,.,.,.,.,.,.,
2013-2112,I4,15-Jul-2013,6,0.91,1.33,0.81,0.595,.,0.061,0.353,.,.,.,0.169,.,.,87.5,6.25,792.82,66.01,.,.,.,.,.,.,.,.,.,.,
2013-2113,I5,15-Jul-2013,1,0.84,0.91,0.13,0.132,.,0.028,0.111,.,.,.,0.071,.,.,56.1,4.01,418.45,34.84,.,203,0.167,.,.,.,.,.,.,.,
2013-2114,I5,15-Jul-2013,3,1.31,1.53,0.40,0.153,.,0.020,0.000,.,.,.,0.059,.,.,50.1,3.57,375.92,31.30,.,230,0.161,.,.,.,.,.,.,.,
2013-2115,I5,15-Jul-2013,8,0.67,1.07,0.76,0.204,.,0.038,0.731,.,.,.,0.089,.,.,59.5,4.25,459.63,38.27,.,.,.,.,.,.,.,.,.,.,
2013-2116,I6 Headwaters Lake,15-Jul-2013,1,0.55,0.65,0.19,1.444,.,0.027,0.128,.,.,.,0.048,.,.,42.9,3.06,317.36,26.42,.,884,0.845,.,.,.,.,.,.,.,
2013-2117,I6 Headwaters Lake,15-Jul-2013,4,1.93,2.46,1.01,0.112,.,0.030,0.126,.,.,.,0.073,.,.,56.7,4.05,480.88,40.04,.,1088,0.915,.,.,.,.,.,.,.,
2013-2118,I6 Headwaters Lake,15-Jul-2013,6,5.90,7.08,2.25,0.192,.,0.033,1.235,.,.,.,0.076,.,.,78.0,5.57,590.78,49.19,.,.,.,.,.,.,.,.,.,.,
2013-2128,I Swamp,16-Jul-2013,1,0.56,0.63,0.15,0.129,.,0.031,0.728,.,.,.,0.069,.,.,41.9,2.99,349.88,29.13,.,506,0.447,.,.,.,.,.,.,.,
2013-2129,I Swamp,16-Jul-2013,3,1.42,1.59,0.33,0.145,.,0.035,0.013,.,.,.,0.091,.,.,47.3,3.37,392.46,32.68,.,483,0.408,.,.,.,.,.,.,.,
2013-2119,I6,16-Jul-2013,1,0.85,0.94,0.18,0.101,.,0.069,0.078,.,.,.,0.088,.,.,61.8,4.41,422.45,35.17,.,318,0.283,.,.,.,.,.,.,.,
2013-2120,I6,16-Jul-2013,4,1.57,1.74,0.32,0.170,.,0.029,0.156,.,.,.,0.085,.,.,51.9,3.71,343.79,28.62,.,446,0.294,.,.,.,.,.,.,.,
2013-2121,I6,16-Jul-2013,12,0.47,0.63,0.30,0.767,.,0.029,1.579,.,.,.,0.085,.,.,49.7,3.55,392.54,32.68,.,.,.,.,.,.,.,.,.,.,
2013-2122,I7,16-Jul-2013,1,1.18,1.30,0.22,0.046,.,0.030,0.603,.,.,.,0.085,.,.,57.7,4.12,430.09,35.81,.,356,0.322,.,.,.,.,.,.,.,
2013-2123,I7,16-Jul-2013,4,1.78,2.12,0.64,0.087,.,0.037,0.100,.,.,.,0.097,.,.,49.6,3.54,349.01,29.06,.,427,0.288,.,.,.,.,.,.,.,
2013-2124,I7,16-Jul-2013,10,1.27,1.57,0.57,0.342,.,0.033,1.068,.,.,.,0.103,.,.,55.1,3.93,436.17,36.31,.,.,.,.,.,.,.,.,.,.,
2013-2125,I8,16-Jul-2013,1,0.89,0.96,0.12,0.110,.,0.032,0.009,.,.,.,0.080,.,.,56.5,4.03,413.02,34.39,.,740,0.723,.,.,.,.,.,.,.,
2013-2126,I8,16-Jul-2013,4,1.55,1.76,0.39,0.077,.,0.039,0.133,.,.,.,0.096,.,.,62.6,4.47,469.19,39.06,.,726,0.670,.,.,.,.,.,.,.,
2013-2127,I8,16-Jul-2013,7,1.74,1.96,0.41,0.157,.,0.050,0.772,.,.,.,0.101,.,.,52.5,3.75,427.34,35.58,.,.,.,.,.,.,.,.,.,.,
2013-0330,Toolik Main,19-Jul-2013,0,1.02,1.15,0.25,0.204,.,0.020,0.114,.,.,.,0.061,.,.,48.7,3.47,339.50,28.27,.,690,0.667,.,.,.,.,.,.,.,
2013-0331,Toolik Main,19-Jul-2013,1,0.83,0.94,0.22,0.273,.,0.016,0.009,.,.,.,0.081,.,.,58.2,4.16,381.62,31.77,.,692,0.668,.,.,.,.,.,.,.,
2013-0332,Toolik Main,19-Jul-2013,3,0.68,0.76,0.14,0.137,.,0.018,0.056,.,.,.,0.062,.,.,57.8,4.13,374.18,31.15,.,692,0.665,.,.,.,.,.,.,.,
2013-0333,Toolik Main,19-Jul-2013,5,1.89,2.18,0.56,0.259,.,0.020,0.063,.,.,.,0.064,.,.,58.9,4.21,393.37,32.75,.,717,0.666,.,.,.,.,.,.,.,
2013-0334,Toolik Main,19-Jul-2013,8,1.55,1.73,0.35,0.186,.,0.026,1.122,.,.,.,0.058,.,.,49.1,3.50,317.45,26.43,.,787,0.670,.,.,.,.,.,.,.,
2013-0335,Toolik Main,19-Jul-2013,12,0.23,0.31,0.16,0.378,.,0.025,2.066,.,.,.,0.064,.,.,41.2,2.94,285.67,23.78,.,847,0.693,.,.,.,.,.,.,.,
2013-0336,Toolik Main,19-Jul-2013,16,0.63,0.79,0.31,0.603,.,0.024,2.549,.,.,.,0.079,.,.,36.2,2.58,251.21,20.92,.,.,.,.,.,.,.,.,.,.,
2013-0337,Toolik Main,19-Jul-2013,20,0.23,0.32,0.17,0.672,.,0.020,2.497,.,.,.,0.056,.,.,36.6,2.61,254.55,21.19,.,.,.,.,.,.,.,.,.,.,
2013-0331.1,Toolik Main - Dup,19-Jul-2013,1,0.51,0.60,0.17,0.133,.,0.015,0.053,.,.,.,0.080,.,.,56.5,4.03,375.62,31.27,.,.,.,.,.,.,.,.,.,.,
2013-0341,E5,22-Jul-2013,0,3.89,4.24,0.66,0.462,.,0.032,0.052,.,.,.,0.113,0.309,9.56,117.1,8.36,1049.43,87.37,.,107,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0342,E5,22-Jul-2013,1,4.44,4.98,1.04,0.307,.,0.031,0.142,.,.,.,0.118,0.265,8.21,111.9,7.99,1053.94,87.75,.,108,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0343,E5,22-Jul-2013,3,4.44,5.14,1.34,0.157,.,0.037,0.145,.,.,.,0.118,0.413,12.80,140.4,10.02,1338.01,111.40,.,144,0.093,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0344,E5,22-Jul-2013,5,2.21,2.66,0.87,0.096,.,0.045,0.151,.,.,.,0.129,0.229,7.09,88.3,6.30,694.59,57.83,.,317,0.094,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0345,E5,22-Jul-2013,8,1.90,2.36,0.88,0.124,.,0.071,0.056,.,.,.,0.159,0.244,7.55,96.2,6.87,775.23,64.54,.,429,0.099,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0346,E5,22-Jul-2013,10,1.24,1.74,0.95,0.056,.,0.076,0.058,.,.,.,0.183,0.313,9.70,84.5,6.03,711.65,59.25,.,429,0.099,.,.,.,.,.,.,.,Converted alkalinity value from ueqL to meqL
2013-0347,E6,22-Jul-2013,0,1.08,1.22,0.26,0.195,.,0.040,0.030,.,.,.,0.127,0.311,9.64,169.7,12.11,1136.06,94.59,.,149,0.106,.,.,.,.,.,.,.,
2013-0348,E6,22-Jul-2013,1,1.49,1.61,0.23,0.129,.,0.037,0.030,.,.,.,0.137,0.280,8.66,109.6,7.83,844.21,70.29,.,145,0.101,.,.,.,.,.,.,.,
2013-0349,E6,22-Jul-2013,2,1.78,2.06,0.54,0.118,.,0.035,0.213,.,.,.,0.148,0.307,9.50,96.3,6.88,810.25,67.46,.,155,0.101,.,.,.,.,.,.,.,
2013-2022,NE9B,24-Jul-2013,0,1.41,1.50,0.17,0.480,.,0.027,0.112,.,.,.,0.103,.,.,77.2,5.51,359.75,29.95,.,.,.,.,.,.,.,.,.,.,
2013-2023,NE9B,24-Jul-2013,1,1.72,1.77,0.10,0.534,.,0.023,0.054,.,.,.,0.093,.,.,79.9,5.71,358.14,29.82,.,.,.,.,.,.,.,.,.,.,
2013-2222,NE9B,24-Jul-2013,3,2.19,2.38,0.36,0.713,.,0.027,1.545,.,.,.,0.089,.,.,87.2,6.23,389.07,32.39,.,.,.,.,.,.,.,.,.,.,
2013-2223,NE9B,24-Jul-2013,5,3.27,4.00,1.40,0.661,.,0.033,1.675,.,.,.,0.023,.,.,187.3,13.37,619.02,51.54,.,.,.,.,.,.,.,.,.,.,
2013-0366,Toolik Main,26-Jul-2013,0,0.71,0.83,0.23,0.098,.,0.013,0.001,.,.,.,0.108,.,.,54.4,3.89,366.01,30.47,.,707,0.673,.,.,.,.,.,.,.,
2013-0367,Toolik Main,26-Jul-2013,1,1.09,1.28,0.37,0.139,.,0.016,0.041,.,.,.,0.061,.,.,51.2,3.66,349.61,29.11,.,701,0.666,.,.,.,.,.,.,.,
2013-0368,Toolik Main,26-Jul-2013,3,0.98,1.13,0.29,0.068,.,0.036,0.079,.,.,.,0.069,.,.,67.1,4.79,414.02,34.47,.,716,0.678,.,.,.,.,.,.,.,
2013-0369,Toolik Main,26-Jul-2013,5,1.22,1.43,0.40,0.078,.,0.020,0.024,.,.,.,0.080,.,.,55.1,3.93,375.38,31.25,.,715,0.661,.,.,.,.,.,.,.,
2013-0370,Toolik Main,26-Jul-2013,8,0.68,0.85,0.33,0.331,.,0.027,0.940,.,.,.,0.082,.,.,48.5,3.47,326.21,27.16,.,814,0.670,.,.,.,.,.,.,.,
2013-0371,Toolik Main,26-Jul-2013,12,0.41,0.57,0.31,0.676,.,0.022,2.047,.,.,.,0.064,.,.,40.3,2.88,277.55,23.11,.,859,0.681,.,.,.,.,.,.,.,
2013-0372,Toolik Main,26-Jul-2013,16,0.26,0.41,0.28,0.842,.,0.021,2.210,.,.,.,0.081,.,.,38.5,2.75,265.81,22.13,.,.,.,.,.,.,.,.,.,.,
2013-0373,Toolik Main,26-Jul-2013,20,0.21,0.35,0.28,0.728,.,0.020,2.490,.,.,.,0.044,.,.,39.8,2.84,275.40,22.93,.,.,.,.,.,.,.,.,.,.,
2013-0367.1,Toolik Main - Dup,26-Jul-2013,1,1.12,1.19,0.13,0.082,.,0.016,0.081,.,.,.,0.069,.,.,50.5,3.61,352.46,29.35,.,.,.,.,.,.,.,.,.,.,
2013-2041,Fog 1,29-Jul-2013,0,0.58,0.66,0.15,0.088,.,0.026,0.027,.,.,.,0.121,.,.,43.3,3.09,320.84,26.71,.,.,.,.,.,.,.,.,.,.,
2013-2042,Fog 1,29-Jul-2013,1,0.46,0.51,0.09,0.155,.,0.029,0.019,.,.,.,0.097,.,.,37.9,2.71,306.13,25.49,.,.,.,.,.,.,.,.,.,.,
2013-2043,Fog 1,29-Jul-2013,3,0.67,0.74,0.13,0.100,.,0.029,0.148,.,.,.,0.028,.,.,37.9,2.71,295.27,24.58,.,.,.,.,.,.,.,.,.,.,
2013-2044,Fog 1,29-Jul-2013,5,0.89,1.02,0.25,0.081,.,0.032,0.018,.,.,.,0.092,.,.,42.5,3.03,328.00,27.31,.,.,.,.,.,.,.,.,.,.,
2013-2045,Fog 1,29-Jul-2013,8,2.48,2.92,0.84,0.067,.,0.033,0.029,.,.,.,0.077,.,.,59.7,4.27,456.57,38.01,.,.,.,.,.,.,.,.,.,.,
2013-2046,Fog 1,29-Jul-2013,12,1.95,2.30,0.67,0.073,.,0.038,0.008,.,.,.,0.060,.,.,56.1,4.01,417.85,34.79,.,.,.,.,.,.,.,.,.,.,
2013-2047,Fog 1,29-Jul-2013,16,1.07,1.30,0.44,0.105,.,0.045,0.595,.,.,.,0.059,.,.,42.0,3.00,329.08,27.40,.,.,.,.,.,.,.,.,.,.,
2013-2048,Fog 2,29-Jul-2013,0,0.57,0.63,0.12,0.151,.,0.035,0.085,.,.,.,0.079,.,.,27.8,1.99,241.84,20.13,.,.,.,.,.,.,.,.,.,.,
2013-2049,Fog 2,29-Jul-2013,1,0.39,0.43,0.08,0.082,.,0.024,0.071,.,.,.,0.026,.,.,27.3,1.95,222.21,18.50,.,.,.,.,.,.,.,.,.,.,
2013-2050,Fog 2,29-Jul-2013,3,0.52,0.55,0.05,0.088,.,0.020,0.056,.,.,.,0.059,.,.,31.3,2.24,273.57,22.78,.,.,.,.,.,.,.,.,.,.,
