SortChem_#,Site,Date,Depth (m),Corrected_Chl_ug/l,Total_Chl_ug/l,Pheo_ug/l,NH4OPA_uM,NH4 Indol_uM,PO4_uM,NO3_uM,TDN_uM,TN_uM,TP_uM,TDP_uM,PP-ug/l,PP_uM,PN-ug/l,PN_uM,PC-ug/l,PC_uM,DOC_uM,DIC_uM,Alk_meqL,SO4_uM,Cl_uM,Ca_uM,Mg_uM,Na_uM,K_uM,Si_uM,Notes
,Toolik Main,08-Jul-2005,20,0.70,.,0.45,0.477,.,0.027,1.002,10.867,13.206,.,0.043,2.438,0.08,32.77,2.34,239.83,19.97,.,.,.,9.79,3.86,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,Toolik Main - Dup,08-Jul-2005,3,.,.,.,.,.,.,.,12.147,.,.,.,.,.,,,,,.,.,.,.,.,.,.,.,.,.,duplicate
,Toolik Main - Dup,08-Jul-2005,20,.,.,.,.,.,.,.,.,.,.,0.059,.,.,,,,,.,.,.,.,.,.,.,.,.,.,duplicate
,I Minus 1,11-Jul-2005,0.01,1.19,.,0.11,0.468,.,0.030,1.839,15.608,18.007,.,0.083,4.952,0.16,33.60,2.40,325.80,27.13,.,.,.,6.75,3.44,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,I Minus 1,11-Jul-2005,1,1.25,.,0.10,0.497,.,0.040,1.517,16.290,18.389,.,0.046,4.121,0.13,29.40,2.10,288.73,24.04,.,.,.,6.65,3.22,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,I Minus 1,11-Jul-2005,3,1.34,.,0.07,0.504,.,0.028,1.876,15.599,17.598,.,0.072,5.143,0.17,28.00,2.00,262.10,21.82,.,.,.,6.81,3.08,.,.,.,.,.,
,I Minus 1,11-Jul-2005,5,1.06,.,0.11,0.468,.,0.032,1.413,15.438,17.786,.,0.067,4.177,0.13,32.90,2.35,291.90,24.30,.,.,.,6.87,3.47,.,.,.,.,.,
,I Minus 1,11-Jul-2005,8,1.09,.,0.19,0.586,.,0.032,1.319,16.278,18.377,.,0.074,5.816,0.19,29.40,2.10,310.77,25.87,.,.,.,6.91,3.78,.,.,.,.,.,
,I Minus 1,11-Jul-2005,12,0.86,.,0.08,0.698,.,0.030,2.734,16.602,18.602,.,0.071,5.499,0.18,28.00,2.00,250.97,20.89,.,.,.,6.89,3.11,.,.,.,.,.,
,"I Minus 1, inlet (from I mins 2)",11-Jul-2005,0.01,0.62,.,0.15,0.328,.,0.020,0.685,16.640,18.539,.,0.108,4.588,0.15,26.60,1.90,265.23,22.08,.,.,.,4.86,1.95,.,.,.,.,.,
,Fog 2,13-Jul-2005,0,0.45,.,0.07,0.102,.,0.027,0.043,11.380,13.448,.,0.032,4.824,0.16,28.97,2.07,240.26,20.00,.,.,.,45.68,6.71,.,.,.,.,.,
,Fog 2,13-Jul-2005,1,0.41,.,0.05,0.000,.,0.025,0.100,9.849,11.495,.,0.044,3.431,0.11,23.06,1.65,226.66,18.87,.,.,.,45.68,5.31,.,.,.,.,.,NH4  below detection limit
,Fog 2,13-Jul-2005,3,0.51,.,0.08,0.009,.,0.027,0.090,10.620,12.774,.,0.033,2.289,0.07,30.17,2.15,282.91,23.55,.,.,.,45.52,5.83,.,.,.,.,.,
,Fog 2,13-Jul-2005,5,0.52,.,0.01,0.023,.,0.023,0.067,9.983,12.347,.,0.053,0.704,0.02,33.11,2.36,288.89,24.05,.,.,.,45.42,5.19,.,.,.,.,.,
,Fog 2,13-Jul-2005,8,0.92,.,0.11,0.008,.,0.026,0.087,10.061,12.383,.,0.032,1.031,0.03,32.51,2.32,273.43,22.76,.,.,.,46.07,4.59,.,.,.,.,.,
,Fog 2,13-Jul-2005,12,0.95,.,0.33,0.025,.,0.024,0.111,11.306,13.756,.,0.068,1.801,0.06,34.31,2.45,269.51,22.44,.,.,.,54.63,5.49,.,.,.,.,.,
,Fog 2,13-Jul-2005,16,1.08,.,0.49,0.068,.,0.036,0.095,10.899,13.306,.,0.062,3.194,0.10,33.71,2.41,280.23,23.33,.,.,.,55.02,5.46,.,.,.,.,.,
,Fog 2 - Dup,13-Jul-2005,8,.,.,.,.,.,.,.,.,.,.,0.046,.,.,,,,,.,.,.,.,.,.,.,.,.,.,
,Fog 2 - Dup,13-Jul-2005,12,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,55.07,6.05,.,.,.,.,.,
,Fog 4,13-Jul-2005,0,3.09,.,0.47,0.092,.,0.033,0.184,20.617,30.193,.,0.133,11.190,0.36,134.12,9.58,1003.88,83.58,.,.,.,40.37,5.36,.,.,.,.,.,
,Fog 4,13-Jul-2005,1,3.45,.,0.62,0.217,.,0.031,0.061,23.531,35.721,.,0.164,13.336,0.43,170.75,12.19,1244.05,103.58,.,.,.,40.08,5.73,.,.,.,.,.,
,Fog 4,13-Jul-2005,2,.,.,.,.,.,.,.,.,.,.,.,17.245,0.56,,,,,.,.,.,42.82,4.61,.,.,.,.,.,
,Fog 4,13-Jul-2005,3,4.18,.,0.76,0.167,.,0.039,0.187,21.386,36.461,.,0.143,.,.,211.15,15.07,1753.95,146.03,.,.,.,.,.,.,.,.,.,.,
,Fog 4 - Dup,13-Jul-2005,2,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,42.66,4.76,.,.,.,.,.,
2005-0401,Toolik Main,15-Jul-2005,0,.,.,.,.,.,.,.,.,.,.,0.047,3.224,0.10,46.83,3.34,303.60,25.28,.,.,.,.,.,.,.,.,.,.,
2005-0402,Toolik Main,15-Jul-2005,1,0.92,.,0.10,0.047,.,0.027,0.032,14.084,19.684,.,0.075,.,.,78.43,5.60,474.29,39.49,.,.,.,9.83,3.95,.,.,.,.,.,PP sample lost before analysis
2005-0403,Toolik Main,15-Jul-2005,3,1.00,.,0.12,0.010,.,0.020,0.000,12.709,16.595,.,0.048,2.352,0.08,54.43,3.89,349.23,29.08,.,.,.,10.05,4.52,.,.,.,.,.,NO3 below detection limit; depth for Nuts rounded to nearest whole number
2005-0404,Toolik Main,15-Jul-2005,5,1.59,.,0.21,0.058,.,0.023,0.203,13.365,18.506,.,0.056,3.283,0.11,72.00,5.14,405.77,33.78,.,.,.,9.70,3.62,.,.,.,.,.,
2005-0405,Toolik Main,15-Jul-2005,8,1.27,.,0.24,0.072,.,0.021,0.362,12.142,15.485,.,0.057,3.507,0.11,46.83,3.34,311.26,25.91,.,.,.,9.40,3.28,.,.,.,.,.,
2005-0406,Toolik Main,15-Jul-2005,12,1.06,.,0.33,0.339,.,0.022,0.677,12.939,16.629,.,0.035,2.401,0.08,51.69,3.69,317.40,26.43,.,.,.,9.89,3.40,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,Toolik Main,15-Jul-2005,16,0.67,.,0.33,0.473,.,0.029,0.728,14.166,17.479,.,0.054,2.611,0.08,46.40,3.31,300.20,24.99,.,.,.,9.76,3.68,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0408,E5,18-Jul-2005,0,4.82,.,0.00,0.710,.,0.043,1.174,16.055,25.839,.,0.128,15.457,0.50,137.05,9.78,827.25,68.87,.,.,.,2.31,9.20,.,.,.,.,.,TDP below detection limit
2005-0409,E5,18-Jul-2005,1,4.47,.,0.18,0.260,.,0.029,1.320,15.905,26.793,.,0.109,24.852,0.80,152.50,10.89,906.90,75.51,.,.,.,2.36,4.89,.,.,.,.,.,Pheo below detection limit; depth for Nuts rounded to nearest whole number
2005-0410,E5,18-Jul-2005,3,1.39,.,0.34,0.127,.,0.021,0.220,13.521,18.523,.,0.100,7.262,0.23,70.05,5.00,546.60,45.51,.,.,.,2.59,4.16,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0411,E5,18-Jul-2005,5,1.81,.,0.74,0.115,.,0.027,0.578,13.352,17.986,.,0.099,9.673,0.31,64.90,4.63,527.15,43.89,.,.,.,3.04,4.60,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0412,E5,18-Jul-2005,8,0.86,.,0.83,0.204,.,0.040,0.581,12.588,17.372,.,0.128,8.605,0.28,67.00,4.78,538.65,44.85,.,.,.,3.25,3.99,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0413,E5,18-Jul-2005,9,0.58,.,0.76,0.232,.,0.040,0.716,12.939,18.161,.,0.137,.,.,73.15,5.22,524.95,43.71,.,.,.,2.20,12.17,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0417,E6,18-Jul-2005,0,2.38,.,0.39,0.212,.,0.040,0.200,23.253,31.292,.,0.169,6.789,0.22,112.60,8.04,894.05,74.44,.,.,.,1.94,4.42,.,.,.,.,.,
2005-0418,E6,18-Jul-2005,1,1.83,.,0.33,0.118,.,0.052,.,17.796,25.268,.,0.161,11.346,0.37,104.67,7.47,836.40,69.64,.,.,.,1.84,4.09,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0419,E6,18-Jul-2005,2,2.58,.,0.65,0.196,.,0.025,0.196,19.152,27.605,.,0.160,3.564,0.12,118.40,8.45,981.73,81.74,.,.,.,1.83,3.75,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-1148,I1,19-Jul-2005,1,0.54,.,0.12,0.046,.,0.018,0.306,13.200,15.109,.,0.051,2.520,0.08,26.74,1.91,233.00,19.40,.,.,.,2.42,2.55,.,.,.,.,.,
2005-1149,I1,19-Jul-2005,5,1.16,.,0.22,0.137,.,0.020,0.178,12.643,15.050,.,0.058,2.938,0.09,33.71,2.41,290.94,24.22,.,.,.,2.66,2.63,.,.,.,.,.,
2005-1150,I2,19-Jul-2005,1,0.63,.,0.16,0.107,.,0.020,0.246,14.093,16.790,.,0.039,1.605,0.05,37.77,2.70,316.43,26.34,.,.,.,3.26,2.59,.,.,.,.,.,
2005-1151,I2,19-Jul-2005,3,0.89,.,0.19,0.183,.,0.026,0.299,14.048,16.787,.,0.053,4.648,0.15,38.37,2.74,344.37,28.67,.,.,.,2.85,2.67,.,.,.,.,.,
2005-1152,I3,19-Jul-2005,1,0.61,.,0.15,0.091,.,0.061,0.248,15.381,18.245,.,0.053,2.912,0.09,40.11,2.86,337.80,28.12,.,.,.,2.18,2.82,.,.,.,.,.,
2005-1153,I3,19-Jul-2005,3,1.20,.,0.36,0.087,.,0.025,0.250,15.611,18.724,.,0.090,3.265,0.11,43.60,3.11,359.17,29.90,.,.,.,1.78,2.22,.,.,.,.,.,
2005-1156,I4,19-Jul-2005,1,1.05,.,0.24,0.103,.,0.039,0.413,16.702,21.255,.,0.076,4.331,0.14,63.77,4.55,526.20,43.81,.,.,.,1.53,2.87,.,.,.,.,.,
2005-1154,I4,19-Jul-2005,3,1.40,.,0.35,0.101,.,0.039,0.328,16.603,20.477,.,0.081,3.214,0.10,54.27,3.87,496.70,41.35,.,.,.,1.61,2.78,.,.,.,.,.,
2005-1157,I5,19-Jul-2005,1,0.74,.,0.21,0.091,.,0.057,0.327,14.989,17.314,.,0.079,2.617,0.08,32.57,2.33,285.03,23.73,.,.,.,1.97,2.84,.,.,.,.,.,
2005-1158,I5,19-Jul-2005,5,1.20,.,0.38,0.123,.,0.069,0.224,15.228,17.938,.,0.057,3.955,0.13,37.97,2.71,311.63,25.95,.,.,.,2.08,2.70,.,.,.,.,.,
,I6 Headwaters Lake,19-Jul-2005,1,0.54,.,0.10,0.104,.,0.123,0.430,11.752,13.302,.,0.055,1.385,0.04,21.70,1.55,192.97,16.07,.,.,.,7.21,2.87,.,.,.,.,.,
2005-1370,I6 Headwaters Lake,19-Jul-2005,3,0.65,.,0.13,0.104,.,0.018,0.153,12.903,14.790,.,0.058,1.496,0.05,26.43,1.89,214.80,17.88,.,.,.,7.26,3.27,.,.,.,.,.,
2005-1409,I Swamp,20-Jul-2005,1,0.79,.,0.20,0.080,.,0.028,0.079,13.428,16.044,.,0.049,1.268,0.04,36.63,2.62,284.80,23.71,.,.,.,5.04,2.18,.,.,.,.,.,
2005-1410,I Swamp,20-Jul-2005,3,0.74,.,0.17,0.082,.,0.024,0.114,13.518,15.553,.,0.071,1.620,0.05,28.50,2.03,278.07,23.15,.,.,.,3.59,2.56,.,.,.,.,.,
2005-1403,I6,20-Jul-2005,1,0.79,.,0.16,0.113,.,0.026,0.160,14.167,17.363,.,0.072,2.827,0.09,44.77,3.20,335.87,27.96,.,.,.,2.99,3.05,.,.,.,.,.,
2005-1404,I6,20-Jul-2005,5,1.89,.,0.23,0.093,.,0.025,0.084,14.221,18.626,.,0.041,3.104,0.10,61.70,4.41,438.20,36.48,.,.,.,3.32,2.88,.,.,.,.,.,
2005-1405,I7,20-Jul-2005,1,0.90,.,0.16,0.069,.,0.025,0.214,13.543,16.254,.,0.038,2.158,0.07,37.97,2.71,332.27,27.66,.,.,.,3.53,3.02,.,.,.,.,.,
2005-1406,I7,20-Jul-2005,5,1.39,.,0.34,0.059,.,0.026,0.024,13.753,16.804,.,0.077,3.647,0.12,42.73,3.05,338.97,28.22,.,.,.,3.67,3.02,.,.,.,.,.,
2005-1407,I8,20-Jul-2005,1,1.30,.,0.14,0.154,.,0.023,0.314,14.979,17.932,.,0.064,2.540,0.08,41.37,2.95,349.27,29.08,.,.,.,9.15,2.39,.,.,.,.,.,
2005-1408,I8,20-Jul-2005,3,1.47,.,0.13,0.106,.,0.023,0.257,16.173,18.789,.,0.066,2.289,0.07,36.63,2.62,313.07,26.06,.,.,.,8.89,2.07,.,.,.,.,.,
2005-0468,Toolik Main,22-Jul-2005,0,0.89,.,0.22,0.411,.,0.024,0.228,12.919,15.316,.,0.066,1.382,0.04,33.57,2.40,370.30,30.83,.,.,.,10.03,6.16,.,.,.,.,.,
2005-0469,Toolik Main,22-Jul-2005,1,0.90,.,0.16,0.204,.,0.016,0.079,12.887,15.088,.,0.070,1.853,0.06,30.83,2.20,259.17,21.58,.,.,.,9.93,3.11,.,.,.,.,.,
2005-0470,Toolik Main,22-Jul-2005,3,.,.,.,0.130,.,0.018,0.047,11.432,14.073,.,0.041,1.049,0.03,37.00,2.64,269.80,22.46,.,.,.,9.97,3.04,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0471,Toolik Main,22-Jul-2005,5,0.81,.,0.20,0.159,.,0.018,0.108,12.647,15.338,.,0.050,2.468,0.08,37.70,2.69,250.97,20.89,.,.,.,10.03,3.11,.,.,.,.,.,
2005-0472,Toolik Main,22-Jul-2005,8,0.92,.,0.20,0.131,.,0.020,0.098,12.058,.,.,0.063,2.261,0.07,.,.,.,.,.,.,.,9.86,3.81,.,.,.,.,.,
2005-0473,Toolik Main,22-Jul-2005,12,.,.,.,0.588,.,0.022,0.834,12.636,15.130,.,0.042,3.542,0.11,34.93,2.49,253.37,21.09,.,.,.,10.04,3.21,.,.,.,.,.,
,Toolik Main,22-Jul-2005,16,0.51,.,0.35,0.634,.,0.023,1.095,13.132,15.283,.,0.042,3.146,0.10,30.13,2.15,200.97,16.73,.,.,.,9.92,3.25,.,.,.,.,.,
,N1,23-Jul-2005,0,0.98,.,0.09,0.541,.,0.020,0.175,17.529,21.068,.,0.059,3.283,0.11,49.56,3.54,371.32,30.91,.,.,.,16.34,6.09,.,.,.,.,.,
,N1,23-Jul-2005,1,1.01,.,0.10,0.261,.,0.022,1.518,15.964,20.210,.,0.058,2.874,0.09,59.48,4.25,437.72,36.44,.,.,.,16.53,4.81,.,.,.,.,.,
,N1,23-Jul-2005,3,0.96,.,0.15,0.206,.,0.020,0.239,13.799,17.043,.,0.054,3.596,0.12,45.44,3.24,386.36,32.17,.,.,.,16.55,3.42,.,.,.,.,.,
,N1,23-Jul-2005,5,1.06,.,0.16,0.142,.,0.021,0.076,13.143,17.155,.,0.090,4.598,0.15,56.20,4.01,431.08,35.89,.,.,.,16.60,3.49,.,.,.,.,.,
,N1,23-Jul-2005,8,3.28,.,0.69,0.173,.,0.024,0.027,.,.,.,0.056,7.976,0.26,61.16,4.37,403.96,33.63,.,.,.,17.21,3.99,.,.,.,.,.,
,N1,23-Jul-2005,11,4.87,.,1.21,0.448,.,0.036,0.164,15.083,19.743,.,0.069,10.722,0.35,65.28,4.66,424.44,35.34,.,.,.,18.16,4.66,.,.,.,.,.,
,N1 - Dup,23-Jul-2005,3,,,,.,.,.,.,.,.,.,0.064,.,.,,,,,.,.,.,.,.,.,.,.,.,.,
,N1 - Dup,23-Jul-2005,5,,,,.,.,.,.,14.679,.,.,0.077,.,.,,,,,.,.,.,.,.,.,.,.,.,.,duplicate
,N2 Fert,26-Jul-2005,0,0.61,.,0.08,0.279,.,0.017,0.170,14.788,16.487,.,0.054,3.169,0.10,23.80,1.70,215.10,17.91,.,.,.,24.48,3.88,.,.,.,.,.,
,N2 Fert,26-Jul-2005,1,0.56,.,0.08,0.421,.,0.022,0.204,20.347,23.345,.,0.082,6.602,0.21,42.00,3.00,315.40,26.26,.,.,.,24.55,4.85,.,.,.,.,.,
,N2 Fert,26-Jul-2005,3,0.60,.,0.11,0.250,.,0.018,0.267,14.461,16.910,.,0.047,5.549,0.18,34.30,2.45,243.43,20.27,.,.,.,24.45,3.42,.,.,.,.,.,
,N2 Fert,26-Jul-2005,5,1.04,.,0.20,0.203,.,0.019,0.113,13.598,18.395,.,0.066,6.571,0.21,67.20,4.80,503.60,41.93,.,.,.,24.00,2.97,.,.,.,.,.,
,N2 Fert,26-Jul-2005,8,3.60,.,0.72,2.768,.,0.032,1.211,19.299,23.047,.,0.092,7.847,0.25,52.50,3.75,424.63,35.35,.,.,.,23.13,4.59,.,.,.,.,.,
,N2 Ref,26-Jul-2005,0,0.57,.,0.11,0.164,.,0.016,0.740,14.935,16.950,.,0.065,0.946,0.03,28.23,2.02,295.51,24.60,.,.,.,25.19,3.46,.,.,.,.,.,
,N2 Ref,26-Jul-2005,1,0.57,.,0.04,0.130,.,0.023,0.739,13.909,16.224,.,0.049,0.104,0.00,32.43,2.32,273.51,22.77,.,.,.,25.20,2.94,.,.,.,.,.,
,N2 Ref,26-Jul-2005,3,0.68,.,0.14,0.151,.,0.016,0.531,14.077,16.679,.,0.077,0.877,0.03,36.43,2.60,329.03,27.39,.,.,.,25.07,3.03,.,.,.,.,.,
,N2 Ref,26-Jul-2005,5,1.08,.,0.26,0.174,.,0.015,3.178,13.753,17.306,.,0.067,9.488,0.31,49.77,3.55,378.63,31.52,.,.,.,26.45,3.21,.,.,.,.,.,
,N2 Ref,26-Jul-2005,6,3.48,.,0.71,0.846,.,0.023,0.238,15.807,25.212,.,0.086,13.528,0.44,131.73,9.41,976.43,81.29,.,.,.,28.46,3.21,.,.,.,.,.,
2005-0512,Toolik Main,29-Jul-2005,0,1.14,.,0.07,0.198,.,0.072,0.338,14.062,17.339,.,0.043,5.665,0.18,45.90,3.28,294.70,24.54,.,.,.,10.00,5.87,.,.,.,.,.,
2005-0513,Toolik Main,29-Jul-2005,1,1.09,.,0.08,0.343,.,0.029,0.325,21.012,27.371,.,0.048,8.302,0.27,89.07,6.36,548.80,45.69,.,.,.,10.15,8.11,.,.,.,.,.,
2005-0514,Toolik Main,29-Jul-2005,3,1.19,.,0.00,0.129,.,0.024,0.302,13.740,16.920,.,0.050,6.520,0.21,44.53,3.18,351.43,29.26,.,.,.,10.13,13.55,.,.,.,.,.,Pheo below detection limit
2005-0515,Toolik Main,29-Jul-2005,5,1.20,.,0.13,0.116,.,0.034,0.557,13.730,16.664,.,0.055,7.359,0.24,41.10,2.93,307.97,25.64,.,.,.,10.08,22.77,.,.,.,.,.,
2005-0516,Toolik Main,29-Jul-2005,8,1.04,.,0.05,0.153,.,0.035,2.161,14.553,18.710,.,0.058,5.752,0.19,58.23,4.16,400.00,33.30,.,.,.,10.11,82.50,.,.,.,.,.,
2005-0517,Toolik Main,29-Jul-2005,12,0.86,.,0.19,0.753,.,0.024,1.231,13.406,15.658,.,0.054,8.808,0.28,31.53,2.25,236.47,19.69,.,.,.,11.68,11.96,.,.,.,.,.,
,Toolik Main,29-Jul-2005,16,0.46,.,0.25,0.824,.,0.029,1.977,13.322,15.964,.,0.061,6.132,0.20,37.00,2.64,263.53,21.94,.,.,.,10.14,11.72,.,.,.,.,.,
2005-0534,E5,03-Aug-2005,0,4.40,.,0.72,0.158,.,0.033,0.311,15.113,21.850,.,0.091,13.278,0.43,94.35,6.74,783.00,65.19,.,.,.,2.25,7.75,.,.,.,.,.,
2005-0535,E5,03-Aug-2005,1,4.34,.,0.69,0.343,.,0.031,0.258,15.591,23.366,.,0.130,16.385,0.53,108.90,7.77,884.85,73.67,.,.,.,2.19,6.56,.,.,.,.,.,
2005-0536,E5,03-Aug-2005,3,4.35,.,0.67,0.189,.,0.028,0.862,14.655,21.983,.,0.137,13.164,0.43,102.65,7.33,825.10,68.70,.,.,.,2.71,7.90,.,.,.,.,.,
2005-0537,E5,03-Aug-2005,5,3.91,.,1.13,0.276,.,0.023,1.014,16.422,21.902,.,0.106,11.063,0.36,76.75,5.48,624.70,52.01,.,.,.,3.18,5.44,.,.,.,.,.,
2005-0538,E5,03-Aug-2005,8,1.59,.,1.48,0.279,.,0.027,0.858,13.146,17.958,.,0.100,8.664,0.28,67.40,4.81,529.70,44.10,.,.,.,3.35,5.00,.,.,.,.,.,
2005-0539,E5,03-Aug-2005,9,1.37,.,1.45,0.372,.,0.034,0.733,13.441,17.956,.,0.134,9.139,0.30,63.25,4.52,487.95,40.63,.,.,.,2.15,5.61,.,.,.,.,.,
2005-0543,E6,03-Aug-2005,0,2.62,.,0.68,0.274,.,0.025,0.866,19.740,26.922,.,0.151,9.402,0.30,100.60,7.18,870.80,72.50,.,.,.,1.59,4.97,.,.,.,.,.,
2005-0544,E6,03-Aug-2005,1,2.60,.,0.77,0.246,.,0.025,0.190,19.937,27.230,.,0.136,11.133,0.36,102.15,7.29,891.90,74.26,.,.,.,1.70,7.54,.,.,.,.,.,
2005-0545,E6,03-Aug-2005,2,2.78,.,0.81,0.240,.,0.028,0.456,19.265,25.012,.,0.101,8.566,0.28,80.50,5.75,750.55,62.49,.,.,.,1.48,4.32,.,.,.,.,.,
2005-0570,Toolik Main,05-Aug-2005,0,1.42,.,0.09,0.158,.,0.046,4.357,19.305,22.337,.,0.059,4.937,0.16,42.47,3.03,343.23,28.58,.,.,.,10.05,6.48,.,.,.,.,.,
2005-0571,Toolik Main,05-Aug-2005,1,1.45,.,0.13,0.077,.,0.067,.,13.686,16.328,.,0.039,4.493,0.15,37.00,2.64,279.47,23.27,.,.,.,9.67,3.69,.,.,.,.,.,
2005-0572,Toolik Main,05-Aug-2005,3,1.39,.,0.12,0.134,.,0.038,.,13.056,15.845,.,0.054,5.879,0.19,39.07,2.79,270.03,22.48,.,.,.,10.11,3.80,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0573,Toolik Main,05-Aug-2005,5,1.41,.,0.11,0.109,.,0.019,0.271,12.039,14.388,.,0.058,4.850,0.16,32.90,2.35,242.77,20.21,.,.,.,10.16,3.71,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-0574,Toolik Main,05-Aug-2005,8,1.46,.,0.25,0.088,.,0.035,0.323,12.560,14.812,.,0.055,4.501,0.15,31.53,2.25,247.33,20.59,.,.,.,10.12,3.34,.,.,.,.,.,
2005-0575,Toolik Main,05-Aug-2005,12,0.66,.,0.22,0.674,.,0.025,1.454,13.997,15.953,.,0.039,5.499,0.18,27.40,1.96,181.40,15.10,.,.,.,9.96,5.24,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,Toolik Main,05-Aug-2005,16,0.43,.,0.23,0.782,.,0.096,1.344,14.182,16.236,.,0.062,5.119,0.17,28.77,2.05,182.60,15.20,.,.,.,9.95,3.30,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,Toolik Main,05-Aug-2005,20,0.41,.,0.28,0.819,.,0.044,.,14.562,16.421,.,0.092,5.507,0.18,26.03,1.86,189.87,15.81,.,.,.,10.02,3.64,.,.,.,.,.,depth for Nuts rounded to nearest whole number
,Fog 2,08-Aug-2005,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,46.56,6.93,.,.,.,.,.,
,Fog 2,08-Aug-2005,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,46.45,6.51,.,.,.,.,.,
,Fog 2,08-Aug-2005,3,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,46.96,5.36,.,.,.,.,.,
,Fog 2,08-Aug-2005,5,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,47.06,5.20,.,.,.,.,.,
,Fog 2,08-Aug-2005,8,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,46.79,7.05,.,.,.,.,.,
,Fog 2,08-Aug-2005,12,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,52.24,7.60,.,.,.,.,.,
,Fog 2,08-Aug-2005,16,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,55.15,8.42,.,.,.,.,.,
,Fog 4,08-Aug-2005,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,47.88,5.50,.,.,.,.,.,
,Fog 4,08-Aug-2005,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,47.68,12.25,.,.,.,.,.,
,Fog 4,08-Aug-2005,2,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,.,.,.,47.67,6.82,.,.,.,.,.,
,Toolik Main,08-Aug-2005,3,1.62,.,0.13,0.044,.,0.031,.,13.193,16.789,.,0.078,.,.,,,,,.,.,.,10.24,3.45,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-1415,I1,09-Aug-2005,1,0.99,.,0.23,0.072,.,0.019,0.171,13.170,15.678,.,0.069,0.803,0.03,35.13,2.51,322.57,26.86,.,.,.,2.58,4.03,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-1416,I1,09-Aug-2005,5,0.96,.,0.26,0.024,.,0.019,0.242,15.800,18.608,.,0.044,0.277,0.01,39.33,2.81,318.73,26.54,.,.,.,.,.,.,.,.,.,.,
2005-1417,I2,09-Aug-2005,1,0.95,.,0.16,0.131,.,0.018,0.542,16.165,18.271,.,0.076,0.000,0.00,29.50,2.11,278.23,23.16,.,.,.,2.73,3.53,.,.,.,.,.,"PP values were negative, i changed to zero."
2005-1418,I2,09-Aug-2005,8,0.77,.,0.21,0.218,.,0.021,0.468,18.732,21.391,.,0.056,0.577,0.02,37.23,2.66,316.30,26.33,.,.,.,3.35,4.31,.,.,.,.,.,
2005-1419,I3,09-Aug-2005,1,1.35,.,0.44,0.064,.,0.040,0.264,18.260,23.276,.,0.056,1.903,0.06,70.27,5.02,547.27,45.56,.,.,.,2.01,2.76,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-1420,I3,09-Aug-2005,3,1.42,.,0.44,0.076,.,0.023,0.395,17.236,21.099,.,0.071,1.862,0.06,54.10,3.86,469.17,39.06,.,.,.,1.85,2.75,.,.,.,.,.,depth for Nuts rounded to nearest whole number
2005-1421,I4,09-Aug-2005,1,1.73,.,0.49,0.079,.,0.035,0.299,18.971,25.818,.,0.122,3.661,0.12,95.90,6.85,719.30,59.89,.,.,.,1.64,2.53,.,.,.,.,.,
2005-1422,I4,09-Aug-2005,3,2.09,.,0.45,0.067,.,0.029,0.264,17.715,23.358,.,0.119,5.105,0.16,79.05,5.64,652.75,54.35,.,.,.,1.75,3.21,.,.,.,.,.,
2005-1584,I5,09-Aug-2005,1,1.25,.,0.24,0.119,.,0.027,.,14.988,18.249,.,0.077,7.301,0.24,45.67,3.26,386.70,32.20,.,.,.,2.02,2.68,.,.,.,.,.,depth for Nuts rounded to nearest whole number
